case_id,layer,risk_cluster,primary_diagram,primary_anchor,supporting_diagrams,invariant_ids,gold_ids,review_status,implementation_status
COMP-003,security,RC-PLATFORM-COMPLIANCE,RF-UML-UC-EXT-01,UNSUPPORTED_HONEST_DEGRADATION,RF-UML-CMP-EXT-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
COMP-004,security,RC-PLATFORM-COMPLIANCE,RF-UML-SEQ-SEC-01,CHALLENGE_DATA_AI_DENY,RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01,INV-10,,ACCEPTED,NOT_VERIFIED
COMP-005,security,RC-PLATFORM-COMPLIANCE,RF-UML-ACT-AUTH-01,POST_CHALLENGE_REPLAN,RF-UML-SEQ-SEC-01;RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01;RF-UML-SM-PLN-01;RF-UML-SM-RUN-01,,,ACCEPTED,NOT_VERIFIED
COMP-006,security,RC-PLATFORM-COMPLIANCE,RF-UML-UC-AUTH-01,IRREVERSIBLE_BOUNDARY,RF-UML-CD-AUTH-01;RF-UML-ACT-AUTH-01,,,ACCEPTED,NOT_VERIFIED
COMP-007,security,RC-PLATFORM-COMPLIANCE,RF-UML-SEQ-SEC-01,RATE_LIMIT_COOPERATIVE_BACKOFF,RF-UML-SM-RUN-01;RF-UML-SEQ-OFF-01;RF-UML-CMP-TARGET-01;RF-UML-SEQ-CONC-01,,,ACCEPTED,NOT_VERIFIED
COMP-008,security,RC-PLATFORM-COMPLIANCE,RF-UML-SM-RUN-01,ACCOUNT_POLICY_BLOCKED,RF-UML-SEQ-OFF-01;RF-UML-CMP-TARGET-01;RF-UML-SEQ-KILL-01,INV-08,,ACCEPTED,NOT_VERIFIED
COMP-009,security,RC-PLATFORM-COMPLIANCE,RF-UML-SEQ-SEC-01,JURISDICTION_ELIGIBILITY_DISCLOSURE,RF-UML-UC-EXT-01;RF-UML-CMP-EXT-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
SCAM-001,security,RC-RECRUITMENT-SCAM,RF-UML-SEQ-SEC-01,SCAM_PAYMENT_REQUEST,RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01,,,ACCEPTED,NOT_VERIFIED
SCAM-002,security,RC-RECRUITMENT-SCAM,RF-UML-SEQ-SEC-01,SCAM_EARLY_SENSITIVE_DATA,RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01,,,ACCEPTED,NOT_VERIFIED
SCAM-003,security,RC-RECRUITMENT-SCAM,RF-UML-SEQ-SEC-01,SCAM_IDENTITY_MISMATCH,RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01,,,ACCEPTED,NOT_VERIFIED
SCAM-004,security,RC-RECRUITMENT-SCAM,RF-UML-SEQ-SEC-01,SCAM_ILLEGAL_ACTIVITY,RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01,,,ACCEPTED,NOT_VERIFIED
SCAM-005,security,RC-RECRUITMENT-SCAM,RF-UML-SEQ-SEC-01,SCAM_DANGEROUS_ATTACHMENT,RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01;RF-UML-SEC-EXT-01,,,ACCEPTED,NOT_VERIFIED
SCAM-006,security,RC-RECRUITMENT-SCAM,RF-UML-SEQ-SEC-01,SCAM_MULTI_SIGNAL_AGGREGATION,RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01,,,ACCEPTED,NOT_VERIFIED
EXEC-001,security,RC-EXECUTION-SAFETY,RF-UML-SEQ-OPR-02,OUTCOME_UNKNOWN_RECONCILE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-04,,ACCEPTED,NOT_VERIFIED
EXEC-002,security,RC-EXECUTION-SAFETY,RF-UML-SEQ-OPR-02,OUTCOME_UNKNOWN_RECONCILE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-05,,ACCEPTED,NOT_VERIFIED
EXEC-003,security,RC-JOB-PIPELINE,RF-UML-SEQ-APPLY-01,EXECUTION_RECHECK,RF-UML-CD-JOB-01;RF-UML-SM-JOB-01;RF-UML-SM-PLN-01,INV-03,,ACCEPTED,NOT_VERIFIED
EXEC-004,security,RC-APPLICATION-FORM,RF-UML-SEQ-APPLY-01,REQUIRED_FIELD_RECHECK,RF-UML-ACT-MAT-01;RF-UML-CD-EVD-01;RF-UML-ACT-EXC-01;RF-UML-SM-EXC-01,,,ACCEPTED,NOT_VERIFIED
EXEC-005,security,RC-EVIDENCE,RF-UML-ACT-MAT-01,MATERIAL_EVIDENCE_GATE,RF-UML-CD-EVD-01;RF-UML-SM-MAT-01,INV-01,,ACCEPTED,NOT_VERIFIED
EXEC-006,security,RC-POLICY-AUTH,RF-UML-SEQ-APPLY-01,EXECUTION_RECHECK,RF-UML-CD-AUTH-01;RF-UML-SM-PLN-01;RF-UML-ACT-AUTH-01;RF-UML-ACT-MAT-01;RF-UML-REL-MUT-01,INV-03,,ACCEPTED,NOT_VERIFIED
EXEC-007,security,RC-HISTORY-DEDUP,RF-UML-SEQ-IMPORT-01,IMPORT_DEDUP_RECONCILE,RF-UML-ACT-IMPORT-01;RF-UML-CD-JOB-01,INV-05,,ACCEPTED,NOT_VERIFIED
EXEC-008,security,RC-MESSAGING,RF-UML-SEQ-MSG-01,MESSAGE_DUPLICATE_STALE_NOOP,RF-UML-SM-MSG-01;RF-UML-ACT-MSG-01,,,ACCEPTED,NOT_VERIFIED
EXEC-009,security,RC-FOLLOWUP,RF-UML-SEQ-FUP-01,FOLLOWUP_ONCE,RF-UML-ACT-FUP-01;RF-UML-SM-MSG-01,,,ACCEPTED,NOT_VERIFIED
EXEC-010,security,RC-MESSAGING-EXCEPTION,RF-UML-ACT-MSG-01,RISK_EXCEPTION,RF-UML-SEQ-MSG-01;RF-UML-SM-MSG-01;RF-UML-CD-COM-01,INV-10,,ACCEPTED,NOT_VERIFIED
EXEC-011,security,RC-INTERVIEW,RF-UML-ACT-INT-01,EXACT,RF-UML-SEQ-MSG-01,,,ACCEPTED,NOT_VERIFIED
EXEC-012,security,RC-INTERVIEW,RF-UML-SEQ-INT-01,INTERVIEW_READINESS,RF-UML-ACT-INT-01;RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,INV-07,,ACCEPTED,NOT_VERIFIED
EXEC-013,security,RC-INTERVIEW,RF-UML-SEQ-INT-02,INTERVIEW_PARTIAL_COMPENSATE,RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,INV-07,,ACCEPTED,NOT_VERIFIED
EXEC-014,security,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-CONC-01,ATOMIC_SLOT_RESERVATION,RF-UML-SM-OPR-01;RF-UML-SM-SAGA-01;RF-UML-REL-MUT-01;RF-UML-REL-SAGA-01,INV-05,,ACCEPTED,NOT_VERIFIED
EXEC-015,security,RC-INTERVIEW-CHANGE,RF-UML-SEQ-INT-CHANGE-01,INTERVIEW_CHANGE_DETECTED,RF-UML-SM-INT-01;RF-UML-CD-COM-01,,,ACCEPTED,NOT_VERIFIED
AUD-001,security,RC-AUDIT,RF-UML-ACT-AUTH-01,ACTION_AUTHORIZATION,RF-UML-SEQ-OPR-01;RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-12,,ACCEPTED,NOT_VERIFIED
AUD-002,security,RC-AUDIT,RF-UML-SEQ-OBS-01,AUDIT_COMPLETENESS_GATE,RF-UML-CMP-TARGET-01;RF-UML-SEC-BOUNDARY-01;RF-UML-ACT-AUTH-01,,,ACCEPTED,NOT_VERIFIED
AUD-003,security,RC-AUDIT,RF-UML-SEQ-OBS-01,AUDIT_TAMPER_FREEZE,RF-UML-CMP-TARGET-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
AUD-004,security,RC-AUDIT,RF-UML-SEQ-OBS-01,AUDIT_APPEND_CORRECTION,RF-UML-CMP-TARGET-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
AUD-005,security,RC-AUDIT,RF-UML-SEQ-DATA-01,DATA_RETENTION_RESULT_MANIFEST,RF-UML-ACT-DELETE-01;RF-UML-ACT-EXPORT-01,,,ACCEPTED,NOT_VERIFIED
SUP-001,security,RC-PLUGIN-SUPPLY-CHAIN,RF-UML-CD-EXT-01,CONNECTOR_CONTRACT,RF-UML-CMP-EXT-01;RF-UML-SEQ-PLG-01,,,ACCEPTED,NOT_VERIFIED
SUP-002,security,RC-PLUGIN-SUPPLY-CHAIN,RF-UML-SEQ-PLG-01,PLUGIN_TRUST_CHANGE_INVALIDATION,RF-UML-CMP-EXT-01;RF-UML-CD-EXT-01,INV-03,,ACCEPTED,NOT_VERIFIED
SUP-003,security,RC-PLUGIN-SUPPLY-CHAIN,RF-UML-CMP-EXT-01,EXTENSION_SANDBOX,RF-UML-CD-EXT-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
SUP-004,security,RC-PLUGIN-SUPPLY-CHAIN,RF-UML-SEQ-PLG-01,AI_PROVIDER_IDENTITY_GUARD,RF-UML-CMP-EXT-01;RF-UML-CD-EXT-01,,,ACCEPTED,NOT_VERIFIED
SUP-005,security,RC-PLUGIN-SUPPLY-CHAIN,RF-UML-SEC-SUPPLY-01,SUP_005_CI_LEAST_PRIVILEGE,RF-UML-SEQ-PLG-01;RF-UML-UC-OSS-01;RF-UML-ACT-REL-01,,,ACCEPTED,NOT_VERIFIED
NOTIF-001,security,RC-RUNTIME-RECOVERY,RF-UML-SM-RUN-01,RUNTIME_HEALTH,RF-UML-SEQ-OFF-01;RF-UML-CMP-TARGET-01,,,ACCEPTED,NOT_VERIFIED
NOTIF-002,security,RC-NOTIFICATION,RF-UML-SEQ-NOT-01,NOTIFICATION_FALLBACK,RF-UML-SM-NOT-01;RF-UML-CD-COM-01,,,ACCEPTED,NOT_VERIFIED
NOTIF-003,security,RC-NOTIFICATION,RF-UML-SEQ-NOT-01,ALERT_AGGREGATION_QUIET_HOURS,RF-UML-SM-NOT-01;RF-UML-CD-COM-01,,,ACCEPTED,NOT_VERIFIED
NOTIF-004,security,RC-NOTIFICATION,RF-UML-ACT-EXC-01,EXCEPTION_EXPIRY_SAFE_CLOSE,RF-UML-SM-EXC-01;RF-UML-SM-PLN-01;RF-UML-SEQ-NOT-01,,,ACCEPTED,NOT_VERIFIED
INST-001,technical,RC-INSTALL-MIGRATION,RF-UML-ACT-REL-01,PREFLIGHT,,,,ACCEPTED,NOT_VERIFIED
INST-002,technical,RC-INSTALL-MIGRATION,RF-UML-REL-BOOT-01,INST_002_INIT_MIGRATION_LOCK,RF-UML-ACT-REL-01;RF-UML-SEQ-MIG-01;RF-UML-SEQ-CONC-01,,,ACCEPTED,NOT_VERIFIED
INST-003,technical,RC-INSTALL-MIGRATION,RF-UML-SEQ-MIG-01,MIGRATION_DATA_PRESERVATION,RF-UML-ACT-REL-01;RF-UML-DEP-LOCAL-01,,,ACCEPTED,NOT_VERIFIED
INST-004,technical,RC-INSTALL-MIGRATION,RF-UML-SEQ-MIG-01,MIGRATION_RESTART_DETERMINISM,RF-UML-ACT-REL-01;RF-UML-DEP-LOCAL-01,,,ACCEPTED,NOT_VERIFIED
INST-005,technical,RC-INSTALL-MIGRATION,RF-UML-SEQ-MIG-01,MIGRATION_CHECKSUM_ZERO_MUTATION,RF-UML-ACT-REL-01;RF-UML-DEP-LOCAL-01,,,ACCEPTED,NOT_VERIFIED
INST-006,technical,RC-INSTALL-MIGRATION,RF-UML-SEQ-MIG-01,FUTURE_SCHEMA_READ_ONLY_REJECTION,RF-UML-ACT-REL-01;RF-UML-DEP-LOCAL-01,,,ACCEPTED,NOT_VERIFIED
INST-007,technical,RC-INSTALL-MIGRATION,RF-UML-SEQ-MIG-01,MIGRATION_DRAIN_FENCE,RF-UML-ACT-REL-01;RF-UML-DEP-LOCAL-01;RF-UML-SM-OPR-01,,,ACCEPTED,NOT_VERIFIED
INST-008,technical,RC-INSTALL-MIGRATION,RF-UML-SEQ-MIG-01,POLICY_CONFIG_SUBSET_MIGRATION,RF-UML-SM-POLVER-01;RF-UML-CD-AUTH-01;RF-UML-SEQ-KILL-01,INV-03,,ACCEPTED,NOT_VERIFIED
INST-009,technical,RC-INSTALL-MIGRATION,RF-UML-SEQ-PLG-01,PLUGIN_EXACT_VERSION_BINDING,RF-UML-CMP-EXT-01;RF-UML-CD-EXT-01;RF-UML-CD-AUTH-01,INV-03,,ACCEPTED,NOT_VERIFIED
INST-010,technical,RC-INSTALL-MIGRATION,RF-UML-SEC-KEY-01,INST_010_KEY_ROTATION_RECOVERY,RF-UML-SEC-CRED-01;RF-UML-DEP-LOCAL-01;RF-UML-CD-AUTH-01;RF-UML-SEQ-DR-01,,,ACCEPTED,NOT_VERIFIED
QUE-001,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-CONC-01,MULTI_PRODUCER_SOURCE_PLAN_ADMISSION_DEDUP,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-05,,ACCEPTED,NOT_VERIFIED
QUE-002,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-OPR-02,QUEUED_UNCLAIMED_RECOVERY,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,,,ACCEPTED,NOT_VERIFIED
QUE-003,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-OPR-02,LEASE_RECLAIM_REVALIDATE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,,,ACCEPTED,NOT_VERIFIED
QUE-004,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-OPR-02,F1_REUSE_OPERATION,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,,,ACCEPTED,NOT_VERIFIED
QUE-005,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-OPR-02,OUTCOME_UNKNOWN_RECONCILE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-04,,ACCEPTED,NOT_VERIFIED
QUE-006,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-OPR-02,OUTCOME_UNKNOWN_RECONCILE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-05,,ACCEPTED,NOT_VERIFIED
QUE-007,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-OPR-02,OUTCOME_UNKNOWN_RECONCILE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-05,,ACCEPTED,NOT_VERIFIED
QUE-008,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-OPR-02,F5_TERMINAL_REDELIVERY_ACK,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-05,,ACCEPTED,NOT_VERIFIED
QUE-009,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-CONC-01,DUPLICATE_LEASE_COLLAPSE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-05,,ACCEPTED,NOT_VERIFIED
QUE-010,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-CONC-01,FENCING_REJECTS_STALE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-05,,ACCEPTED,NOT_VERIFIED
QUE-011,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-CONC-01,DUPLICATE_LEASE_COLLAPSE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-05,,ACCEPTED,NOT_VERIFIED
QUE-012,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-CONC-01,ATOMIC_QUOTA_RESERVATION,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01;RF-UML-CD-AUTH-01,,,ACCEPTED,NOT_VERIFIED
QUE-013,technical,RC-QUEUE-CONCURRENCY,RF-UML-REL-MUT-01,QUE_013_APPLICATION_ACTION_CAS,RF-UML-SEQ-CONC-01;RF-UML-SM-OPR-01;RF-UML-SM-APP-01,,,ACCEPTED,NOT_VERIFIED
QUE-014,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-APPLY-01,EXECUTION_RECHECK,RF-UML-SEQ-KILL-01;RF-UML-SM-POL-01;RF-UML-SM-PLN-01;RF-UML-SM-OPR-01,INV-03,,ACCEPTED,NOT_VERIFIED
QUE-015,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-KILL-01,PAUSE_SCOPE_ENFORCED,RF-UML-SM-POL-01;RF-UML-SM-OPR-01,,,ACCEPTED,NOT_VERIFIED
QUE-016,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-KILL-01,PAUSE_SCOPE_ENFORCED,RF-UML-SM-POL-01;RF-UML-SM-OPR-01,INV-04,,ACCEPTED,NOT_VERIFIED
QUE-017,technical,RC-AUTHORIZATION,RF-UML-SEC-CRED-01,TOKEN_SINGLE_USE_REPLAY,RF-UML-DEP-LOCAL-01;RF-UML-CD-AUTH-01,,,ACCEPTED,NOT_VERIFIED
QUE-018,technical,RC-RESOURCE-FAILURE,RF-UML-SEQ-RES-01,QUEUE_LEDGER_INDEX_INTEGRITY_FREEZE,RF-UML-SM-OPR-01;RF-UML-SM-RUN-01,,,ACCEPTED,NOT_VERIFIED
QUE-019,technical,RC-QUEUE-CONCURRENCY,RF-UML-SEQ-CONC-01,FENCING_REJECTS_STALE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,,,ACCEPTED,NOT_VERIFIED
QUE-020,technical,RC-EXECUTION-SAFETY,RF-UML-SEQ-OPR-02,DLQ_OPERATOR_REQUEUE_GUARD,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01;RF-UML-ACT-EXC-01,,,ACCEPTED,NOT_VERIFIED
EXT-001,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEC-EXT-01,EXT_001_REMOTE_IDENTITY_PREFLIGHT,RF-UML-SEC-CRED-01;RF-UML-DEP-LOCAL-01;RF-UML-CD-AUTH-01;RF-UML-CD-EXT-01,,,ACCEPTED,NOT_VERIFIED
EXT-002,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEC-EXT-01,EXT_002_REFRESH_SINGLE_FLIGHT,RF-UML-SM-RUN-01;RF-UML-SEC-CRED-01;RF-UML-CD-EXT-01,,,ACCEPTED,NOT_VERIFIED
EXT-003,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEQ-OPR-02,OUTCOME_UNKNOWN_RECONCILE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01,INV-04,,ACCEPTED,NOT_VERIFIED
EXT-004,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-CD-EXT-01,CONNECTOR_CONTRACT,RF-UML-CMP-EXT-01;RF-UML-SEQ-PLG-01,,,ACCEPTED,NOT_VERIFIED
EXT-005,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEQ-IMPORT-01,IMPORT_DEDUP_RECONCILE,RF-UML-ACT-IMPORT-01;RF-UML-CD-JOB-01,,,ACCEPTED,NOT_VERIFIED
EXT-006,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEC-EXT-01,NETWORK_PEER_PINNING,RF-UML-SEQ-SEC-01;RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01,,,ACCEPTED,NOT_VERIFIED
EXT-007,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEQ-SEC-01,UNTRUSTED_CONTENT_QUARANTINE,RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01,INV-11,,ACCEPTED,NOT_VERIFIED
EXT-008,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEQ-SEC-01,EXT_RESPONSE_RESOURCE_BOUNDS,RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01,,,ACCEPTED,NOT_VERIFIED
EXT-009,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEQ-PLG-01,PLUGIN_PERMISSION_DIFF,RF-UML-CMP-EXT-01;RF-UML-CD-EXT-01,,,ACCEPTED,NOT_VERIFIED
EXT-010,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEQ-OBS-01,OBSERVABILITY_REDACTION,RF-UML-CMP-TARGET-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
EXT-011,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEC-BOUNDARY-01,SHARED_EXTERNAL_ID_NAMESPACE,RF-UML-CMP-TARGET-01;RF-UML-CD-DOM-01,,,ACCEPTED,NOT_VERIFIED
EXT-012,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEQ-PLG-01,AI_STRICT_RESPONSE_SCHEMA,RF-UML-CMP-EXT-01;RF-UML-CD-EXT-01,,,ACCEPTED,NOT_VERIFIED
EXT-013,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-ACT-MAT-01,MATERIAL_EVIDENCE_GATE,RF-UML-CD-EVD-01;RF-UML-SM-MAT-01,INV-01,,ACCEPTED,NOT_VERIFIED
EXT-014,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEQ-PLG-01,AI_FALLBACK_POLICY_GATE,RF-UML-CMP-EXT-01;RF-UML-CD-EXT-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
EXT-015,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEC-BOUNDARY-01,TRUST_BOUNDARIES,RF-UML-CMP-TARGET-01;RF-UML-CD-DOM-01,,,ACCEPTED,NOT_VERIFIED
EXT-016,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEC-BOUNDARY-01,DATA_MINIMIZATION,RF-UML-CMP-TARGET-01;RF-UML-CD-DOM-01,,,ACCEPTED,NOT_VERIFIED
EXT-017,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEC-EXT-01,EXT_017_TLS_REDIRECT_REVALIDATION,RF-UML-SEQ-SEC-01;RF-UML-SEC-BOUNDARY-01;RF-UML-CMP-EXT-01,,,ACCEPTED,NOT_VERIFIED
EXT-018,technical,RC-EXTERNAL-DEPENDENCY,RF-UML-SEQ-MSG-01,MESSAGE_SOURCE_AUTH_PREFLIGHT,RF-UML-SM-MSG-01;RF-UML-ACT-MSG-01;RF-UML-SEQ-SEC-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
COM-001,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-INT-01,INTERVIEW_DUAL_CONNECTOR_GUARD_CHAIN,RF-UML-ACT-INT-01;RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,,,ACCEPTED,NOT_VERIFIED
COM-002,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-INT-01,INTERVIEW_CALENDAR_CHILD_RECHECK,RF-UML-ACT-INT-01;RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,,,ACCEPTED,NOT_VERIFIED
COM-003,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-INT-01,INTERVIEW_CALENDAR_CHILD_RECHECK,RF-UML-ACT-INT-01;RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,,,ACCEPTED,NOT_VERIFIED
COM-004,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-INT-01,INTERVIEW_PROVIDER_CONDITIONAL_CREATE,RF-UML-ACT-INT-01;RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,,,ACCEPTED,NOT_VERIFIED
COM-005,technical,RC-COMMUNICATION-CALENDAR,RF-UML-ACT-INT-01,FINAL_FREE_BUSY,,,,ACCEPTED,NOT_VERIFIED
COM-006,technical,RC-COMMUNICATION-CALENDAR,RF-UML-ACT-INT-01,FINAL_FREE_BUSY,RF-UML-SEQ-INT-01,,,ACCEPTED,NOT_VERIFIED
COM-007,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-INT-01,INTERVIEW_CALENDAR_CHILD_RECHECK,RF-UML-ACT-INT-01;RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,,,ACCEPTED,NOT_VERIFIED
COM-008,technical,RC-COMMUNICATION-CALENDAR,RF-UML-ACT-INT-01,EXACT,,,,ACCEPTED,NOT_VERIFIED
COM-009,technical,RC-COMMUNICATION-CALENDAR,RF-UML-ACT-INT-01,EXACT,,,,ACCEPTED,NOT_VERIFIED
COM-010,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-OPR-02,OUTCOME_UNKNOWN_RECONCILE,RF-UML-SM-OPR-01;RF-UML-SM-SAGA-01;RF-UML-REL-MUT-01,,,ACCEPTED,NOT_VERIFIED
COM-011,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-INT-01,CALENDAR_CAPABILITY_BUNDLE_L3_GATE,RF-UML-SEQ-INT-02;RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,,,ACCEPTED,NOT_VERIFIED
COM-012,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-INT-02,INTERVIEW_PARTIAL_COMPENSATE,RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,INV-07,,ACCEPTED,NOT_VERIFIED
COM-013,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-INT-02,INTERVIEW_PARTIAL_COMPENSATE,RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,INV-07,,ACCEPTED,NOT_VERIFIED
COM-014,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-INT-02,INTERVIEW_PARTIAL_COMPENSATE,RF-UML-SM-INT-01;RF-UML-SM-SAGA-01;RF-UML-REL-SAGA-01,,,ACCEPTED,NOT_VERIFIED
COM-015,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEC-EXT-01,COM_015_CALENDAR_ETAG_CONFLICT,RF-UML-SEQ-INT-CHANGE-01;RF-UML-SM-INT-01;RF-UML-CD-COM-01;RF-UML-REL-MUT-01,,,ACCEPTED,NOT_VERIFIED
COM-016,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-CONC-01,ATOMIC_SLOT_RESERVATION,RF-UML-SM-OPR-01;RF-UML-SM-SAGA-01;RF-UML-REL-MUT-01;RF-UML-REL-SAGA-01,INV-05,,ACCEPTED,NOT_VERIFIED
COM-017,technical,RC-COMMUNICATION-CALENDAR,RF-UML-SEQ-INT-CHANGE-01,INTERVIEW_CHANGE_DETECTED,RF-UML-SM-INT-01;RF-UML-CD-COM-01,,,ACCEPTED,NOT_VERIFIED
COM-018,technical,RC-MESSAGING,RF-UML-SEQ-MSG-01,MESSAGE_WEBHOOK_POLL_SINGLETON,RF-UML-SM-MSG-01;RF-UML-ACT-MSG-01,,,ACCEPTED,NOT_VERIFIED
COM-019,technical,RC-MESSAGING,RF-UML-SEQ-MSG-01,MESSAGE_CURRENT_REVISION_GATE,RF-UML-SM-MSG-01;RF-UML-ACT-MSG-01,,,ACCEPTED,NOT_VERIFIED
COM-020,technical,RC-MESSAGING,RF-UML-SEQ-MSG-01,APPLICATION_CORRELATION,RF-UML-SM-MSG-01;RF-UML-ACT-MSG-01;RF-UML-SM-EXC-01,,,ACCEPTED,NOT_VERIFIED
COM-021,technical,RC-MESSAGING,RF-UML-SEQ-MSG-01,SENDER_IDENTITY_GUARD,RF-UML-SEQ-SEC-01;RF-UML-SEC-BOUNDARY-01;RF-UML-ACT-MSG-01,,,ACCEPTED,NOT_VERIFIED
